subscribed,title,subject,era_subjects,cpu,cpu_rank,usage,instant_usage_percent,free_instant_usage_percent,subscription_cost,ill_cost,subscription_minus_ill_cost,use_oa_percent,use_backfile_percent,use_subscription_percent,use_ill_percent,use_other_delayed_percent,perpetual_access_years,baseline_access,bronze_oa_embargo_months,use_green_percent,use_hybrid_percent,use_bronze_percent,use_asns_percent,use_peer_reviewed_percent,downloads,citations,authorships,current_yr_usage,IF%,cost_per_IF%
FALSE,Jewel Computer,Life Sciences,"[['0904', 'Chemical Engineering'], ['09', 'Engineering'], ['0912', 'Materials Engineering'], ['03', 'Chemical Sciences'], ['0303', 'Macromolecular and Materials Chemistry']]",18.708488,346,474,11,11,8091,203,7888,11,0,0,4,84,0,0,0,4,4,2,4,8,269,20.6,0,417.12,0.104608733,77345.35896
FALSE,Roads Academic,"Economics, Business and Management","[['08', 'Information and Computing Sciences'], ['01', 'Mathematical Sciences'], ['09', 'Engineering']]",18.464831,345,428,32,32,5511,119,5392,32,0,0,3,65,0,0,0,26,3,2,5,15,205,14.4,0.8,291.04,0.072989369,75504.14627
FALSE,Roads Urban,Chemistry and Chemical Engineering,"[['1108', 'Medical Microbiology'], ['06', 'Biological Sciences'], ['0605', 'Microbiology'], ['11', 'Medical and Health Sciences']]",18.441038,344,335,27,27,4658,142,4516,27,0,0,4,69,0,0,0,12,4,9,9,17,228,10.8,0,244.55,0.06133023,75949.49475
FALSE,Visionary Veterinary,Agricultural and Biological Sciences,"[['10', 'Technology'], ['06', 'Biological Sciences'], ['09', 'Engineering']]",18.31002,343,354,26,26,4940,125,4815,26,0,0,4,71,0,0,0,5,1,3,13,6,198,15.6,0,265.5,0.066584241,74191.72957
FALSE,Fast Sensing,Neuroscience,"[['1401', 'Economic Theory'], ['0102', 'Applied Mathematics'], ['1502', 'Banking, Finance and Investment'], ['14', 'Economics'], ['15', 'Commerce, Management, Tourism and Services'], ['01', 'Mathematical Sciences']]",18.173107,342,852,42,42,9250,214,9036,42,0,0,3,55,0,0,0,20,5,4,8,26,431,34.2,0.8,494.16,0.123929448,74639.24134
FALSE,Guardian Nutrition,Materials Science,"[['03', 'Chemical Sciences'], ['09', 'Engineering']]",17.773434,341,449,38,38,5112,123,4989,38,0,0,3,59,0,0,0,7,0,21,13,13,232,20,0.2,278.38,0.069814392,73222.72491
MAYBE,Keys Journal,Environmental Sciences,"[['0607', 'Plant Biology'], ['06', 'Biological Sciences']]",17.746806,340,839,39,39,9296,222,9074,26,13,0,3,58,2016-2019,0,0,3,2,4,10,5,502,29.8,0.4,511.79,0.128350843,72426.48211
 ,Materialiabes,Chemistry and Chemical Engineering,"[['0306', 'Physical Chemistry (incl. Structural)'], ['03', 'Chemical Sciences']]",17.64134,339,515,24,24,7106,240,6866,24,0,0,4,72,0,0,0,14,4,6,6,20,374,12.2,0.2,391.4,0.098158463,72393.1466
 ,Propel Programming,Materials Science,"[['17', 'Psychology and Cognitive Sciences'], ['06', 'Biological Sciences'], ['11', 'Medical and Health Sciences']]",17.542146,338,717,31,31,8873,175,8698,15,15,0,3,66,2016-2019,0,0,3,2,2,5,5,373,24.4,1,494.73,0.124072398,71514.69769
MAYBE,Mente Forestry,"Pharmacology, Pharmaceutical Science and Toxicology","[['09', 'Engineering'], ['03', 'Chemical Sciences']]",17.535004,337,441,20,20,6355,193,6162,20,0,0,4,76,0,0,0,2,4,4,5,7,286,11.6,0.4,352.8,0.088478042,71825.7303
FALSE,Cabin Dairy,0,"[['11', 'Medical and Health Sciences'], ['0304', 'Medicinal and Biomolecular Chemistry'], ['1115', 'Pharmacology and Pharmaceutical Sciences'], ['03', 'Chemical Sciences'], ['0305', 'Organic Chemistry']]",17.332593,336,216,24,24,2943,78,2865,24,0,0,4,73,0,0,0,5,1,6,7,12,121,9.6,0,166.32,0.041711077,70556.79708
MAYBE,Owl Trends,Agricultural and Biological Sciences,"[['09', 'Engineering'], ['0908', 'Food Sciences']]",17.221856,335,423,36,36,4731,75,4656,36,0,0,3,61,0,0,0,7,7,9,18,14,138,28.8,0,270.72,0.067893355,69682.81372
FALSE,Trainer Fuel,Life Sciences,"[['1115', 'Pharmacology and Pharmaceutical Sciences'], ['1108', 'Medical Microbiology'], ['11', 'Medical and Health Sciences']]",17.178562,334,263,34,34,3020,55,2965,34,0,0,3,62,0,0,0,11,7,6,11,12,98,12.6,0.4,170.95,0.042872226,70441.8754
FALSE,Academish,Neuroscience,"[['0606', 'Physiology'], ['0608', 'Zoology'], ['06', 'Biological Sciences'], ['0604', 'Genetics']]",17.097469,333,460,39,39,4939,161,4778,39,0,0,3,58,0,0,0,27,10,6,4,36,312,12.8,0.2,280.6,0.070371141,70185.02056
 ,Biologyopolis,Neuroscience,"[['16', 'Studies in Human Society'], ['06', 'Biological Sciences'], ['2101', 'Archaeology'], ['21', 'History and Archaeology'], ['0603', 'Evolutionary Biology'], ['1601', 'Anthropology']]",17.026078,332,541,51,51,4633,126,4507,51,0,0,2,46,0,0,0,20,14,7,11,29,302,22,0.2,259.68,0.065124654,71140.49288
FALSE,Achieve Research,Chemistry and Chemical Engineering,"[['1103', 'Clinical Sciences'], ['1109', 'Neurosciences'], ['11', 'Medical and Health Sciences']]",16.802695,331,490,32,32,5751,196,5555,16,16,0,3,64,2016-2019,0,0,1,1,4,9,2,370,8,0.4,328.3,0.082333734,69849.86272
 ,Range Insect,Environmental Sciences,"[['17', 'Psychology and Cognitive Sciences'], ['11', 'Medical and Health Sciences']]",16.503954,330,689,38,38,7195,178,7017,38,0,0,3,59,0,0,0,11,7,6,15,19,340,29,0.6,427.18,0.107131661,67160.35126
FALSE,Logical Science,Social and Behavioral Sciences,"[['MD', 'Multidisciplinary']]",16.344103,329,197,45,45,1827,65,1762,45,0,0,3,52,0,0,0,8,4,4,16,11,140,5.8,0,108.35,0.027172891,67236.1293
FALSE,Crown Veterinary,Life Sciences,"[['16', 'Studies in Human Society']]",16.191399,328,485,56,56,3518,99,3419,46,11,0,2,41,2017-2019,0,0,25,10,5,7,33,311,15.6,0.2,208.55,0.052301859,67263.38403
FALSE,Flourish Journal,Materials Science,"[['09', 'Engineering'], ['0913', 'Mechanical Engineering'], ['0904', 'Chemical Engineering'], ['0912', 'Materials Engineering']]",16.003549,327,194,24,24,2416,67,2349,24,0,0,4,72,0,0,0,3,1,4,11,3,105,7,0.2,147.44,0.036976198,65339.33044
MAYBE,Succeed Veterinary,"Economics, Business and Management","[['14', 'Economics']]",15.86116,326,468,37,37,4831,177,4654,37,0,0,3,60,0,0,0,23,3,5,3,15,332,7.6,0.6,294.84,0.073942364,65334.67077
FALSE,Dish Dairy,Materials Science,"[['01', 'Mathematical Sciences'], ['08', 'Information and Computing Sciences'], ['09', 'Engineering']]",15.510313,325,387,13,13,5447,194,5253,13,0,0,4,83,0,0,0,3,0,1,8,2,262,12.6,0,336.69,0.084437846,64508.98812
FALSE,Brain Technology,"Pharmacology, Pharmaceutical Science and Toxicology","[['02', 'Physical Sciences'], ['03', 'Chemical Sciences'], ['0912', 'Materials Engineering'], ['09', 'Engineering'], ['0204', 'Condensed Matter Physics'], ['0303', 'Macromolecular and Materials Chemistry']]",15.481869,324,196,34,34,2034,42,1992,34,0,0,3,62,0,0,0,1,23,4,5,25,75,4.2,0.8,127.4,0.031950404,63661.16656
 ,Cognitive Journal,Medicine,"[['11', 'Medical and Health Sciences'], ['1115', 'Pharmacology and Pharmaceutical Sciences']]",15.46415,323,691,31,31,7713,308,7405,31,0,0,3,66,0,0,0,10,5,4,4,12,524,12.8,0.4,476.79,0.119573259,64504.38891
FALSE,Expand Programming,Social and Behavioral Sciences,"[['17', 'Psychology and Cognitive Sciences'], ['11', 'Medical and Health Sciences']]",15.352243,322,148,29,29,1668,65,1603,29,0,0,4,67,0,0,0,5,2,4,6,7,108,2,0.2,105.08,0.026352814,63294.94899
FALSE,Squad Math,Social and Behavioral Sciences,"[['1507', 'Transportation and Freight Services'], ['1701', 'Psychology'], ['17', 'Psychology and Cognitive Sciences'], ['15', 'Commerce, Management, Tourism and Services']]",15.258921,321,156,41,41,1443,43,1400,41,0,0,3,56,0,0,0,15,1,7,8,15,87,7,0,92.04,0.023082537,62514.79237
FALSE,Meetup Qualitative,"Economics, Business and Management","[['11', 'Medical and Health Sciences'], ['1108', 'Medical Microbiology'], ['0605', 'Microbiology'], ['06', 'Biological Sciences']]",15.168792,320,215,27,27,2452,75,2377,27,0,0,4,69,0,0,0,27,1,7,7,25,120,9.6,0,156.95,0.039361193,62294.86053
MAYBE,Skill Corporate,Chemistry and Chemical Engineering,"[['MD', 'Multidisciplinary']]",14.862141,319,837,25,25,9580,223,9357,25,0,0,4,71,0,0,0,6,6,6,7,10,349,45,0.4,627.75,0.157432231,60851.58009
FALSE,Prodigy Trends,"Engineering, Energy and Technology","[['12', 'Built Environment and Design'], ['15', 'Commerce, Management, Tourism and Services']]",14.744556,318,389,29,29,4193,143,4050,29,0,0,4,67,0,0,0,5,1,3,13,6,239,13,0.2,276.19,0.069265166,60535.47916
FALSE,Advance Cement,Medicine,"[['03', 'Chemical Sciences'], ['11', 'Medical and Health Sciences'], ['06', 'Biological Sciences']]",14.621973,317,263,56,56,1753,74,1679,56,0,0,2,42,0,0,0,5,0,48,1,31,199,6.4,0,115.72,0.029021199,60404.1202
FALSE,Digital Industrial,Materials Science,"[['12', 'Built Environment and Design'], ['09', 'Engineering']]",14.589443,316,866,29,29,9276,346,8930,29,0,0,4,67,0,0,0,6,1,1,16,5,577,17,1.2,614.86,0.154199572,60155.80893
FALSE,Pursue Sensing,"Engineering, Energy and Technology","[['11', 'Medical and Health Sciences'], ['1114', 'Paediatrics and Reproductive Medicine']]",14.581198,315,321,25,25,3643,143,3500,25,0,0,4,71,0,0,0,6,2,4,8,4,226,5.6,0.4,240.75,0.060377235,60337.31045
 ,Definite Dairy,"Engineering, Energy and Technology","[['09', 'Engineering']]",14.539223,314,1045,54,54,7154,165,6989,54,0,0,2,44,0,0,0,14,7,6,14,16,423,44.4,1.8,480.7,0.12055384,59342.77974
FALSE,Magnet Science,0,"[['09', 'Engineering'], ['0913', 'Mechanical Engineering'], ['0905', 'Civil Engineering']]",14.487334,313,79,21,21,924,25,899,21,0,0,4,75,0,0,0,3,0,16,5,22,37,4.2,0,62.41,0.015651685,59035.17577
MAYBE,Egghead Research,Social and Behavioral Sciences,"[['02', 'Physical Sciences'], ['01', 'Mathematical Sciences'], ['09', 'Engineering']]",14.234034,312,1212,45,45,9797,374,9423,45,0,0,3,52,0,0,0,26,13,3,2,35,805,24.8,1.6,666.6,0.167175349,58603.13788
 ,Evolution Quantitative,"Engineering, Energy and Technology","[['17', 'Psychology and Cognitive Sciences'], ['11', 'Medical and Health Sciences']]",14.04388,311,584,35,35,5476,172,5304,35,0,0,3,61,0,0,0,12,4,3,10,11,312,19.2,0.8,373.76,0.093734561,58420.28756
FALSE,Forge Biological,Agricultural and Biological Sciences,"[['11', 'Medical and Health Sciences'], ['16', 'Studies in Human Society'], ['14', 'Economics']]",14.039526,310,188,16,16,2287,53,2234,16,0,0,4,80,0,0,0,3,1,4,6,3,73,1.6,1,157.92,0.039604457,57746.0259
FALSE,Prodigy Global,Environmental Sciences,"[['MD', 'Multidisciplinary']]",14.017189,309,330,26,26,3573,145,3428,26,0,0,4,70,0,0,0,6,3,6,11,8,230,8,0.2,244.2,0.061242454,58341.8812
FALSE,Analyzebea,"Engineering, Energy and Technology","[['09', 'Engineering'], ['0915', 'Interdisciplinary Engineering'], ['0913', 'Mechanical Engineering'], ['0102', 'Applied Mathematics'], ['01', 'Mathematical Sciences']]",13.961866,308,227,19,19,2641,69,2572,19,0,0,4,77,0,0,0,2,0,3,12,2,100,8.8,0.4,183.87,0.046112408,57273.08767
FALSE,Journado,Life Sciences,[],13.947506,307,286,34,34,2673,36,2637,34,0,0,3,63,0,0,0,3,0,5,15,14,64,22.4,0,188.76,0.047338762,56465.3549
 ,Motivate Science,"Engineering, Energy and Technology","[['MD', 'Multidisciplinary']]",13.936471,306,511,22,22,5702,142,5560,22,0,0,4,74,0,0,0,7,3,4,6,9,214,21.8,0.8,398.58,0.099959122,57043.31843
MAYBE,Jumpstart Journal,Life Sciences,"[['0915', 'Interdisciplinary Engineering'], ['0913', 'Mechanical Engineering'], ['0102', 'Applied Mathematics'], ['01', 'Mathematical Sciences'], ['09', 'Engineering']]",13.922087,305,855,14,14,10493,283,10210,14,0,0,4,81,0,0,0,3,1,2,6,5,388,42.8,0.4,726.75,0.182260253,57571.52114
 ,Journlux,"Economics, Business and Management","[['0608', 'Zoology'], ['06', 'Biological Sciences']]",13.783776,304,620,50,50,4446,173,4273,50,0,0,2,47,0,0,0,13,8,6,10,17,407,17.4,0.4,303.8,0.076189425,58354.5549
FALSE,Invision Science,"Pharmacology, Pharmaceutical Science and Toxicology","[['02', 'Physical Sciences'], ['03', 'Chemical Sciences'], ['09', 'Engineering']]",13.754228,303,205,24,24,2235,86,2149,24,0,0,4,72,0,0,0,9,1,4,3,10,134,7.2,0,155.8,0.039072786,57200.93742
 ,Neuro Computer,Materials Science,"[['11', 'Medical and Health Sciences'], ['06', 'Biological Sciences'], ['1108', 'Medical Microbiology'], ['0604', 'Genetics'], ['0606', 'Physiology']]",13.533674,302,748,15,15,8902,297,8605,15,0,0,4,81,0,0,0,5,5,4,3,10,410,31.8,0.2,635.8,0.159451075,55829.03721
MAYBE,Dream Global,Mathematics,"[['1402', 'Applied Economics'], ['1505', 'Marketing'], ['1503', 'Business and Management'], ['15', 'Commerce, Management, Tourism and Services'], ['14', 'Economics']]",13.431824,301,380,35,35,3419,91,3328,35,0,0,3,62,0,0,0,19,1,5,5,12,165,5.6,1.6,247,0.061944661,55194.42579
 ,Source Science,Physics and Astronomy,"[['11', 'Medical and Health Sciences'], ['1115', 'Pharmacology and Pharmaceutical Sciences']]",13.381979,300,405,17,17,4704,190,4514,17,0,0,4,79,0,0,0,6,2,1,7,5,268,11.8,0.2,336.15,0.08430242,55799.10968
 ,Home Journal,Life Sciences,"[['09', 'Engineering'], ['0303', 'Macromolecular and Materials Chemistry'], ['0306', 'Physical Chemistry (incl. Structural)'], ['0912', 'Materials Engineering'], ['03', 'Chemical Sciences']]",13.353852,299,570,56,56,3518,135,3383,41,14,0,2,42,2016-2019,0,0,16,8,10,7,29,410,16.2,0,250.8,0.062897656,55932.13214
 ,Professional Solar,Agricultural and Biological Sciences,"[['01', 'Mathematical Sciences'], ['14', 'Economics'], ['0102', 'Applied Mathematics'], ['1403', 'Econometrics'], ['0104', 'Statistics']]",13.294942,298,370,24,24,3857,123,3734,24,0,0,4,72,0,0,0,8,2,6,9,9,191,12,0.6,281.2,0.070521614,54692.45203
 ,Specialist Quantitative,Computer Science,"[['0906', 'Electrical and Electronic Engineering'], ['0204', 'Condensed Matter Physics'], ['0912', 'Materials Engineering'], ['09', 'Engineering'], ['02', 'Physical Sciences']]",13.166729,297,771,39,39,6459,224,6235,18,21,0,3,58,2016-2019,0,0,9,1,2,4,7,515,21.6,0.4,470.31,0.117948152,54761.34968
 ,Valiant Current,Life Sciences,"[['0702', 'Animal Production'], ['07', 'Agricultural and Veterinary Sciences']]",13.10689,296,730,34,34,6502,192,6310,34,0,0,3,63,0,0,0,9,8,6,15,19,342,31,0.8,481.8,0.120829707,53811.26995
 ,Guardian Journal,Agricultural and Biological Sciences,"[['11', 'Medical and Health Sciences'], ['0605', 'Microbiology'], ['06', 'Biological Sciences'], ['1108', 'Medical Microbiology']]",13.032764,295,899,29,29,8652,294,8358,29,0,0,4,68,0,0,0,5,5,4,14,10,485,33.4,0.8,647.28,0.162330122,53298.79551
 ,Future Cell,Chemistry and Chemical Engineering,"[['07', 'Agricultural and Veterinary Sciences'], ['06', 'Biological Sciences'], ['05', 'Environmental Sciences']]",12.990658,294,582,14,14,6761,281,6480,14,0,0,4,81,0,0,0,4,1,3,5,4,386,15.6,0.4,494.7,0.124064874,54495.6827
 ,Hurdle Science,Life Sciences,"[['03', 'Chemical Sciences'], ['09', 'Engineering']]",12.910926,293,581,32,32,5165,100,5065,32,0,0,3,64,0,0,0,6,5,4,17,11,174,36.8,0.4,389.27,0.097624284,52906.91795
 ,Coatingaza,Social and Behavioral Sciences,"[['06', 'Biological Sciences'], ['07', 'Agricultural and Veterinary Sciences'], ['0608', 'Zoology'], ['0707', 'Veterinary Sciences'], ['0606', 'Physiology']]",12.743654,292,677,46,46,4895,232,4663,46,0,0,3,51,0,0,0,17,15,4,5,26,505,17.2,0,365.58,0.091683114,53390.42029
 ,Financepad,Computer Science,"[['14', 'Economics'], ['16', 'Studies in Human Society']]",12.689684,291,201,20,20,2145,111,2034,20,0,0,4,76,0,0,0,6,1,7,6,7,163,1.8,0.2,160.8,0.040326727,53190.53078
 ,Success Journal,Materials Science,"[['0899', 'Other Information and Computing Sciences'], ['0806', 'Information Systems'], ['08', 'Information and Computing Sciences']]",12.67549,290,706,25,25,6953,268,6685,25,0,0,4,71,0,0,0,5,3,2,12,6,422,20.4,0.8,529.5,0.1327923,52359.96372
TRUE,Focus Materialia,Physics and Astronomy,"[['09', 'Engineering'], ['0912', 'Materials Engineering'], ['0905', 'Civil Engineering'], ['0913', 'Mechanical Engineering']]",12.596997,289,1533,18,18,16673,764,15909,18,0,0,4,78,0,0,0,2,1,1,12,3,1091,34.2,1,1257.06,0.315255691,52887.22924
 ,Soar Nutrition,Materials Science,"[['MD', 'Multidisciplinary']]",12.558059,288,657,25,25,6399,227,6172,25,0,0,4,71,0,0,0,5,3,3,14,5,357,20,1,492.75,0.123575837,51781.96767
TRUE,Aware Trends,Physics and Astronomy,"[['0912', 'Materials Engineering'], ['09', 'Engineering']]",12.554462,287,990,56,56,5588,138,5450,56,0,0,2,42,0,0,0,34,10,5,8,26,370,56.2,0.6,435.6,0.109243297,51151.8798
 ,Foster Science,Social and Behavioral Sciences,"[['01', 'Mathematical Sciences'], ['08', 'Information and Computing Sciences'], ['02', 'Physical Sciences']]",12.46989,286,294,31,31,2636,98,2538,31,0,0,3,66,0,0,0,7,5,7,5,12,167,8.8,0.4,202.86,0.050874874,51813.39584
 ,Advisor Journal,Life Sciences,"[['0806', 'Information Systems'], ['0801', 'Artificial Intelligence and Image Processing'], ['0102', 'Applied Mathematics'], ['08', 'Information and Computing Sciences'], ['01', 'Mathematical Sciences']]",12.467104,285,558,29,29,5167,222,4945,29,0,0,4,68,0,0,0,7,5,4,12,12,367,17.2,0.2,401.76,0.100756628,51281.98629
 ,Foster Journal,Medicine,"[['09', 'Engineering'], ['11', 'Medical and Health Sciences'], ['17', 'Psychology and Cognitive Sciences']]",12.465319,284,525,27,27,4981,202,4779,27,0,0,4,69,0,0,0,11,6,4,8,15,326,16,0.4,383.25,0.09611454,51823.58468
 ,Influence Journal,Chemistry and Chemical Engineering,"[['1108', 'Medical Microbiology'], ['06', 'Biological Sciences'], ['11', 'Medical and Health Sciences'], ['0605', 'Microbiology']]",12.270734,283,459,26,26,4349,196,4153,26,0,0,4,70,0,0,0,2,2,3,15,3,313,10.6,0.4,339.66,0.085182687,51054.97577
 ,Possible Research,Agricultural and Biological Sciences,"[['06', 'Biological Sciences'], ['0607', 'Plant Biology'], ['0601', 'Biochemistry and Cell Biology']]",12.269482,282,500,21,21,5071,191,4880,21,0,0,4,75,0,0,0,4,1,2,11,5,283,13.8,0.8,395,0.0990613,51190.52539
 ,Pursuit Science,Computer Science,"[['0301', 'Analytical Chemistry'], ['0904', 'Chemical Engineering'], ['03', 'Chemical Sciences'], ['09', 'Engineering']]",12.235931,281,459,15,15,5031,247,4784,15,0,0,4,81,0,0,0,9,1,3,3,8,341,9.8,0.2,390.15,0.097844978,51418.07082
 ,Clever Journal,Agricultural and Biological Sciences,"[['06', 'Biological Sciences'], ['07', 'Agricultural and Veterinary Sciences'], ['11', 'Medical and Health Sciences']]",12.205328,280,805,45,45,5654,234,5420,45,0,0,3,52,0,0,0,7,19,8,9,25,499,24.8,0.6,442.75,0.111036432,50920.2241
 ,Start Journal,Life Sciences,"[['09', 'Engineering'], ['08', 'Information and Computing Sciences'], ['17', 'Psychology and Cognitive Sciences']]",12.194605,279,401,44,44,2848,101,2747,44,0,0,3,53,0,0,0,15,10,10,8,29,212,15,0.4,224.56,0.056316976,50570.89704
TRUE,Blue Sky Research,Materials Science,"[['05', 'Environmental Sciences'], ['07', 'Agricultural and Veterinary Sciences']]",12.14301,278,1520,22,22,15004,615,14389,22,0,0,4,74,0,0,0,5,4,5,7,9,929,47.2,1.2,1185.6,0.297334373,50461.70692
 ,Arrive Cell,Medicine,"[['06', 'Biological Sciences'], ['07', 'Agricultural and Veterinary Sciences'], ['11', 'Medical and Health Sciences']]",11.867659,277,782,37,37,6058,217,5841,20,17,0,3,60,2016-2019,0,0,7,2,5,5,6,487,13.6,1.6,492.66,0.123553266,49031.48407
TRUE,Ademia Applied,Neuroscience,"[['09', 'Engineering'], ['03', 'Chemical Sciences']]",11.82644,276,416,46,46,2700,60,2640,46,0,0,3,51,0,0,0,20,6,3,9,26,131,22.6,0.6,224.64,0.056337039,47925.84135
 ,Push Polymers,Mathematics,"[['06', 'Biological Sciences'], ['11', 'Medical and Health Sciences']]",11.814176,275,334,29,29,2926,109,2817,29,0,0,4,68,0,0,0,28,4,5,3,20,180,7.6,0.8,240.48,0.060309523,48516.38465
 ,Learn Quantitative,Life Sciences,"[['01', 'Mathematical Sciences'], ['0104', 'Statistics']]",11.794178,274,466,31,31,3932,153,3779,31,0,0,3,65,0,0,0,15,3,4,6,18,262,12.4,0.8,316.88,0.079469734,49477.9562
FALSE,Recoil Science,Environmental Sciences,"[['11', 'Medical and Health Sciences']]",11.7837,273,130,36,36,1024,42,982,36,0,0,3,61,0,0,0,12,1,4,16,7,76,5.4,0,83.2,0.02086557,49076.06154
FALSE,Swift Science,Life Sciences,"[['05', 'Environmental Sciences'], ['06', 'Biological Sciences']]",11.751971,272,646,79,79,1650,45,1605,79,0,0,1,20,0,0,12,2,11,62,3,71,252,31.6,0.8,135.66,0.034021914,48498.15347
 ,Matter Remote,Social and Behavioral Sciences,"[['06', 'Biological Sciences'], ['08', 'Information and Computing Sciences'], ['03', 'Chemical Sciences']]",11.730764,271,286,46,46,1899,100,1799,46,0,0,3,51,0,0,0,18,6,5,4,15,219,6.8,0,154.44,0.038731714,49029.588
 ,Recoil Academic,Medicine,"[['14', 'Economics'], ['1402', 'Applied Economics']]",11.661797,270,1093,39,39,8061,323,7738,39,0,0,3,58,0,0,0,23,6,5,7,28,626,38.8,0.8,666.73,0.167207951,48209.42995
 ,Dynamo Journal,Chemistry and Chemical Engineering,"[['11', 'Medical and Health Sciences'], ['0903', 'Biomedical Engineering'], ['0913', 'Mechanical Engineering'], ['09', 'Engineering'], ['1106', 'Human Movement and Sports Science']]",11.601884,269,342,22,22,3204,105,3099,22,0,0,4,74,0,0,0,6,1,4,8,7,158,10.4,0.8,266.76,0.066900234,47892.20918
TRUE,Possible Dairy,Earth and Planetary Sciences,"[['0601', 'Biochemistry and Cell Biology'], ['0904', 'Chemical Engineering'], ['06', 'Biological Sciences'], ['1003', 'Industrial Biotechnology'], ['10', 'Technology'], ['09', 'Engineering']]",11.576369,268,1505,67,67,5907,181,5726,67,0,0,2,31,0,0,0,5,7,24,24,30,649,63.8,2.2,496.65,0.124553911,47425.24718
 ,Access University,"Engineering, Energy and Technology","[['04', 'Earth Sciences'], ['07', 'Agricultural and Veterinary Sciences'], ['06', 'Biological Sciences']]",11.572878,267,698,22,22,6557,290,6267,22,0,0,4,74,0,0,0,3,2,3,9,5,440,17.8,0.8,544.44,0.136539074,48022.88316
 ,Jockey Biological,Life Sciences,"[['0912', 'Materials Engineering'], ['0910', 'Manufacturing Engineering'], ['0913', 'Mechanical Engineering'], ['09', 'Engineering']]",11.552376,266,539,52,52,3108,116,2992,52,0,0,2,46,0,0,0,21,4,9,7,31,283,25.8,0,258.72,0.064883898,47900.94481
 ,Pioneer Review,Chemistry and Chemical Engineering,"[['10', 'Technology'], ['06', 'Biological Sciences'], ['09', 'Engineering']]",11.365522,265,1013,24,24,9070,349,8721,24,0,0,4,72,0,0,0,3,1,3,13,3,542,41.2,0.6,769.88,0.193076744,46976.13927
 ,Research Trends,"Engineering, Energy and Technology","[['03', 'Chemical Sciences'], ['11', 'Medical and Health Sciences'], ['06', 'Biological Sciences']]",11.321628,264,197,46,46,1268,69,1199,17,29,0,3,51,2016-2019,0,0,4,1,4,3,5,167,3,0,106.38,0.026678838,47528.30645
 ,Instructor Journal,Neuroscience,"[['03', 'Chemical Sciences'], ['05', 'Environmental Sciences'], ['09', 'Engineering']]",11.194997,263,554,37,37,4038,138,3900,37,0,0,3,60,0,0,0,8,2,6,1,11,258,27.6,0.2,349.02,0.087530063,46132.72116
 ,Succeed Computer,Life Sciences,"[['17', 'Psychology and Cognitive Sciences'], ['06', 'Biological Sciences'], ['11', 'Medical and Health Sciences']]",11.168667,262,637,18,18,6049,241,5808,18,0,0,4,78,0,0,0,6,1,4,1,8,347,29,0,522.34,0.130996657,46176.75091
 ,Wise Veterinary,Medicine,"[['0304', 'Medicinal and Biomolecular Chemistry'], ['1101', 'Medical Biochemistry and Metabolomics'], ['0601', 'Biochemistry and Cell Biology'], ['06', 'Biological Sciences'], ['03', 'Chemical Sciences'], ['11', 'Medical and Health Sciences']]",11.164089,261,340,50,50,1993,79,1914,50,0,0,3,48,0,0,0,10,0,28,6,30,184,11.6,0.4,173.4,0.043486657,45830.14988
 ,Workshop Veterinary,Chemistry and Chemical Engineering,"[['1106', 'Human Movement and Sports Science'], ['1114', 'Paediatrics and Reproductive Medicine'], ['11', 'Medical and Health Sciences']]",11.087412,260,863,27,27,7255,275,6980,27,0,0,4,69,0,0,0,5,3,7,12,8,444,42,0,629.99,0.157993996,45919.46642
TRUE,Propel Journal,Life Sciences,"[['0302', 'Inorganic Chemistry'], ['0305', 'Organic Chemistry'], ['0399', 'Other Chemical Sciences'], ['03', 'Chemical Sciences']]",11.045144,259,1495,22,22,13395,466,12929,22,0,0,4,74,0,0,0,5,5,2,7,10,700,73.6,0.6,1166.1,0.292444005,45803.64021
TRUE,Social Cell,Physics and Astronomy,"[['03', 'Chemical Sciences'], ['11', 'Medical and Health Sciences'], ['0601', 'Biochemistry and Cell Biology'], ['0304', 'Medicinal and Biomolecular Chemistry'], ['1101', 'Medical Biochemistry and Metabolomics'], ['06', 'Biological Sciences']]",10.897991,258,1450,37,37,10070,81,9989,37,0,0,3,60,0,0,0,15,9,5,1,16,151,98,3.2,913.5,0.229094931,43955.57756
TRUE,Morph Sensing,Agricultural and Biological Sciences,"[['02', 'Physical Sciences'], ['0299', 'Other Physical Sciences'], ['0202', 'Atomic, Molecular, Nuclear, Particle and Plasma Physics'], ['0201', 'Astronomical and Space Sciences']]",10.735756,257,1189,36,36,8524,309,8215,36,0,0,3,61,0,0,0,4,7,5,14,9,564,34.6,2.8,760.96,0.190839714,44665.75552
 ,Agile Insect,Social and Behavioral Sciences,"[['06', 'Biological Sciences'], ['0607', 'Plant Biology'], ['07', 'Agricultural and Veterinary Sciences'], ['0703', 'Crop and Pasture Production']]",10.720977,256,522,41,41,3542,218,3324,41,0,0,3,56,0,0,0,11,5,7,12,15,433,9,0,307.98,0.07723772,45858.42282
 ,Loop Biosensor,"Engineering, Energy and Technology","[['16', 'Studies in Human Society'], ['17', 'Psychology and Cognitive Sciences'], ['1602', 'Criminology'], ['1701', 'Psychology'], ['1607', 'Social Work']]",10.699283,255,854,47,47,5035,155,4880,47,0,0,3,51,0,0,0,7,4,7,20,10,342,31.4,2,461.16,0.115653441,43535.23734
